Subject#	Target_color	Block#	Trial#	Numerosity	N_target	P_true	P_reported	RT	
1	1	6	536	600	444	0.74	0.455	1.69413	
1	1	6	537	400	336	0.84	0.75	1.23351	
1	1	6	538	400	116	0.29	0.56	3.64041	
1	1	6	539	400	148	0.37	0.35	0.873806	
1	1	6	540	300	30	0.1	0.1	0.809024	
1	1	6	541	500	440	0.88	0.75	0.816315	
1	1	6	542	400	64	0.16	0.2	0.959524	
1	1	6	543	400	344	0.86	0.7	0.394844	
1	1	6	544	300	93	0.31	0.3	2.58256	
1	1	6	545	200	142	0.71	0.665	2.3565	
1	1	6	546	500	465	0.93	0.75	1.3018	
1	1	6	547	600	42	0.07	0.11	2.62447	
1	1	6	548	600	396	0.66	0.7	1.0345	
1	1	6	549	500	165	0.33	0.4	1.63146	
1	1	6	550	600	348	0.58	0.6	0.992504	
1	1	6	551	500	250	0.5	0.5	0.827471	
1	1	6	552	300	231	0.77	0.8	2.30289	
1	1	6	553	200	192	0.96	0.9	0.625434	
1	1	6	554	500	445	0.89	0.8	0.714973	
1	1	6	555	200	88	0.44	0.66	1.95023	
1	1	6	556	200	190	0.95	0.8	0.744663	
1	1	6	557	600	18	0.03	0.15	1.81767	
1	1	6	558	200	182	0.91	0.8	0.768881	
1	1	6	559	300	237	0.79	0.8	0.801967	
1	1	6	560	400	76	0.19	0.2	1.68751	
1	1	6	561	400	164	0.41	0.4	1.44223	
1	1	6	562	500	295	0.59	0.5	2.59315	
1	1	6	563	600	54	0.09	0.1	0.259124	
1	1	6	564	400	100	0.25	0.15	0.749694	
1	1	6	565	500	180	0.36	0.35	1.3248	
1	1	6	566	500	350	0.7	0.6	1.28567	
1	1	6	567	300	207	0.69	0.7	1.08283	
1	1	6	568	500	250	0.5	0.6	2.05199	
1	1	6	569	600	36	0.06	0.25	0.535725	
1	1	6	570	400	320	0.8	0.7	0.723249	
1	1	6	571	600	108	0.18	0.1	0.802279	
1	1	6	572	300	102	0.34	0.3	0.783067	
1	1	6	573	300	228	0.76	0.7	1.09031	
1	1	6	574	200	78	0.39	0.4	1.15149	
1	1	6	575	600	270	0.45	0.5	0.736575	
1	1	6	576	400	8	0.02	0.099	0.661853	
1	1	6	577	200	94	0.47	0.45	1.17529	
1	1	6	578	400	240	0.6	0.65	0.730469	
1	1	6	579	600	342	0.57	0.45	1.9378	
1	1	6	580	200	162	0.81	0.7	0.978398	
1	1	6	581	300	96	0.32	0.4	2.03353	
1	1	6	582	500	315	0.63	0.65	2.32793	
1	1	6	583	500	460	0.92	0.85	2.20895	
1	1	6	584	400	20	0.05	0.9	0.456568	
1	1	6	585	300	81	0.27	0.1	0.2763	
1	1	6	586	600	318	0.53	0.6	1.16487	
1	1	6	587	200	48	0.24	0.11	0.884013	
1	1	6	588	200	2	0.01	0.025	1.01682	
1	1	6	589	600	510	0.85	0.855	1.04387	
1	1	6	590	300	105	0.35	0.35	0.792981	
1	1	6	591	400	260	0.65	0.6	1.09849	
1	1	6	592	600	156	0.26	0.45	0.985651	
1	1	6	593	400	52	0.13	0.2	0.630657	
1	1	6	594	200	22	0.11	0.1	0.286062	
1	1	6	595	400	244	0.61	0.45	1.17737	
1	1	6	596	300	204	0.68	0.7	1.10639	
1	1	6	597	600	252	0.42	0.7	1.06517	
1	1	6	598	300	270	0.9	0.8	0.448218	
1	1	6	599	300	84	0.28	0.45	1.13581	
1	1	6	600	300	42	0.14	0.2	0.283142	
1	1	7	601	300	12	0.04	0.08	1.51008	
1	1	7	602	400	332	0.83	0.85	1.25404	
1	1	7	603	600	174	0.29	0.35	0.999613	
1	1	7	604	200	182	0.91	0.9	0.34077	
1	1	7	605	200	66	0.33	0.3	0.758285	
1	1	7	606	300	21	0.07	0.2	1.06777	
1	1	7	607	400	140	0.35	0.4	0.958891	
1	1	7	608	400	120	0.3	0.4	0.218204	
1	1	7	609	300	15	0.05	0.2	2.23799	
1	1	7	610	400	112	0.28	0.4	1.20844	
1	1	7	611	500	420	0.84	0.7	1.95364	
1	1	7	612	300	285	0.95	0.8	1.22596	
1	1	7	613	300	237	0.79	0.8	0.90128	
1	1	7	614	200	26	0.13	0.11	5.54641	
1	1	7	615	600	336	0.56	0.49	1.18624	
1	1	7	616	600	216	0.36	0.49	1.3093	
1	1	7	617	500	445	0.89	0.9	0.842198	
1	1	7	618	500	400	0.8	0.8	0.873642	
1	1	7	619	500	15	0.03	0.1	1.02498	
1	1	7	620	400	256	0.64	0.3	0.840294	
1	1	7	621	300	132	0.44	0.6	1.09357	
1	1	7	622	600	414	0.69	0.6	0.798941	
1	1	7	623	400	296	0.74	0.65	1.02848	
1	1	7	624	200	142	0.71	0.7	0.721333	
1	1	7	625	300	141	0.47	0.5	1.8007	
1	1	7	626	200	174	0.87	0.8	1.05353	
1	1	7	627	500	90	0.18	0.8	6.96825	
1	1	7	628	400	156	0.39	0.33	1.92909	
1	1	7	629	600	222	0.37	0.4	0.839661	
1	1	7	630	500	115	0.23	0.35	1.00493	
1	1	7	631	200	102	0.51	0.45	1.63488	
1	1	7	632	400	252	0.63	0.6	1.05746	
1	1	7	633	600	420	0.7	0.6	0.864811	
1	1	7	634	600	372	0.62	0.6	0.425937	
1	1	7	635	200	38	0.19	0.1	0.973717	
1	1	7	636	300	138	0.46	0.3	1.93262	
1	1	7	637	500	295	0.59	0.5	1.27143	
1	1	7	638	400	200	0.5	0.5	0.258501	
1	1	7	639	500	205	0.41	0.4	1.07211	
1	1	7	640	200	12	0.06	0.15	1.49352	
1	1	7	641	400	124	0.31	0.2	0.953311	
1	1	7	642	200	162	0.81	0.7	1.35457	
1	1	7	643	400	100	0.25	0.3	1.08945	
1	1	7	644	500	385	0.77	0.65	1.84455	
1	1	7	645	500	40	0.08	0.1	0.752734	
1	1	7	646	300	198	0.66	0.8	1.77127	
1	1	7	647	500	495	0.99	0.95	2.83798	
1	1	7	648	300	219	0.73	0.9	0.513566	
1	1	7	649	600	300	0.5	0.4	0.897218	
1	1	7	650	600	552	0.92	0.8	0.840324	
1	1	7	651	200	24	0.12	0.1	0.775859	
1	1	7	652	400	388	0.97	0.8	1.18382	
1	1	7	653	400	36	0.09	0.2	0.983961	
1	1	7	654	300	234	0.78	0.7	0.955814	
1	1	7	655	500	430	0.86	0.7	1.77723	
1	1	7	656	600	360	0.6	0.5	0.613601	
1	1	7	657	300	63	0.21	0.25	1.31932	
1	1	7	658	400	372	0.93	0.8	2.6066	
1	1	7	659	200	68	0.34	0.3	1.68249	
1	1	7	660	600	510	0.85	0.65	1.95344	
1	1	7	661	600	90	0.15	0.25	0.925519	
1	1	7	662	500	190	0.38	0.35	1.01612	
1	1	7	663	300	270	0.9	0.85	1.57498	
1	1	7	664	200	98	0.49	0.4	0.977778	
1	1	7	665	300	126	0.42	0.45	1.62488	
1	1	7	666	600	132	0.22	0.3	1.5578	
1	1	7	667	600	492	0.82	0.9	1.17625	
1	1	7	668	400	272	0.68	0.65	1.64965	
1	1	7	669	400	352	0.88	0.9	3.26632	
1	1	7	670	200	108	0.54	0.6	0.931859	
1	1	7	671	200	96	0.48	0.4	0.887163	
1	1	7	672	200	20	0.1	0.1	0.322653	
1	1	7	673	600	6	0.01	0.075	2.25924	
1	1	7	674	500	70	0.14	0.2	1.60747	
1	1	7	675	400	376	0.94	0.9	1.19411	
1	1	7	676	600	432	0.72	0.5	1.11722	
1	1	7	677	300	78	0.26	0.4	4.37845	
1	1	7	678	400	220	0.55	0.5	0.647284	
1	1	7	679	200	106	0.53	0.6	0.862756	
1	1	7	680	500	325	0.65	0.7	2.12629	
1	1	7	681	600	258	0.43	0.5	1.01827	
1	1	7	682	500	55	0.11	0.25	0.677342	
1	1	7	683	300	72	0.24	0.15	2.25531	
1	1	7	684	500	225	0.45	0.33	1.52256	
1	1	7	685	400	392	0.98	0.9	0.666737	
1	1	7	686	300	156	0.52	0.7	1.67784	
1	1	7	687	500	85	0.17	0.2	1.41881	
1	1	7	688	500	375	0.75	0.855	1.57941	
1	1	7	689	600	402	0.67	0.6	2.12749	
1	1	7	690	300	96	0.32	0.2	1.3933	
1	1	7	691	300	120	0.4	0.4	1.07192	
1	1	7	692	200	32	0.16	0.15	0.411018	
1	1	7	693	300	81	0.27	0.2	0.313917	
1	1	7	694	200	114	0.57	0.5	1.00438	
1	1	7	695	600	120	0.2	0.4	0.775246	
1	1	7	696	500	290	0.58	0.5	0.736652	
1	1	7	697	200	192	0.96	0.9	1.292	
1	1	7	698	600	456	0.76	0.7	1.25494	
1	1	7	699	400	244	0.61	0.6	3.20769	
1	1	7	700	200	4	0.02	0.04	2.86527	
1	1	8	701	300	279	0.93	0.9	1.59152	
1	1	8	702	200	24	0.12	0.1	0.357703	
1	1	8	703	300	60	0.2	0.1	0.441957	
1	1	8	704	500	460	0.92	0.9	0.435678	
1	1	8	705	400	172	0.43	0.05	0.902595	
1	1	8	706	500	90	0.18	0.25	1.8018	
1	1	8	707	300	162	0.54	0.4	4.85807	
1	1	8	708	600	84	0.14	0.65	5.38685	
1	1	8	709	500	45	0.09	0.35	2.15452	
1	1	8	710	600	300	0.5	0.5	2.6092	
1	1	8	711	300	15	0.05	0.09	1.19742	
1	1	8	712	500	10	0.02	0.09	0.568461	
1	1	8	713	400	376	0.94	0.9	1.30215	
1	1	8	714	600	264	0.44	0.5	0.576801	
1	1	8	715	500	40	0.08	0.15	0.632302	
1	1	8	716	600	576	0.96	0.9	0.992802	
1	1	8	717	500	65	0.13	0.2	2.58984	
1	1	8	718	600	504	0.84	0.6	1.39798	
1	1	8	719	400	156	0.39	0.45	0.656291	
1	1	8	720	600	162	0.27	0.45	1.80571	
1	1	8	721	200	172	0.86	0.8	1.95606	
1	1	8	722	400	348	0.87	0.75	0.834796	
1	1	8	723	300	57	0.19	0.2	1.40575	
1	1	8	724	200	56	0.28	0.3	1.93061	
1	1	8	725	200	96	0.48	0.4	4.66539	
1	1	8	726	200	120	0.6	0.6	1.02224	
1	1	8	727	400	168	0.42	0.6	1.13237	
1	1	8	728	400	4	0.01	0.05	0.577628	
1	1	8	729	600	456	0.76	0.7	2.44113	
1	1	8	730	600	306	0.51	0.5	1.13769	
1	1	8	731	300	138	0.46	0.4	2.15652	
1	1	8	732	200	30	0.15	0.1	1.31161	
1	1	8	733	200	82	0.41	0.3	1.07451	
1	1	8	734	600	402	0.67	0.8	0.931623	
1	1	8	735	400	272	0.68	0.8	0.386902	
1	1	8	736	600	24	0.04	0.15	1.70233	
1	1	8	737	400	40	0.1	0.15	0.562704	
1	1	8	738	500	285	0.57	0.6	2.7206	
1	1	8	739	400	308	0.77	0.7	1.08757	
1	1	8	740	400	288	0.72	0.665	1.95353	
1	1	8	741	300	120	0.4	0.3	1.62648	
1	1	8	742	300	18	0.06	0.1	0.905175	
1	1	8	743	600	438	0.73	0.7	0.89648	
1	1	8	744	600	126	0.21	0.35	0.907834	
1	1	8	745	200	140	0.7	0.45	2.91299	
1	1	8	746	400	300	0.75	0.8	1.05703	
1	1	8	747	200	98	0.49	0.4	1.41609	
1	1	8	748	500	125	0.25	0.4	0.88121	
1	1	8	749	400	232	0.58	0.5	1.04034	
1	1	8	750	200	100	0.5	0.45	0.977638	
1	1	8	751	500	275	0.55	0.4	0.763119	
1	1	8	752	600	210	0.35	0.4	1.19053	
1	1	8	753	200	60	0.3	0.3	0.981446	
1	1	8	754	500	265	0.53	0.7	1.18443	
1	1	8	755	200	126	0.63	0.7	1.02767	
1	1	8	756	500	390	0.78	0.6	0.737422	
1	1	8	757	400	92	0.23	0.11	0.250992	
1	1	8	758	500	185	0.37	0.2	0.85824	
1	1	8	759	200	94	0.47	0.45	1.39145	
1	1	8	760	500	85	0.17	0.2	1.13125	
1	1	8	761	200	160	0.8	0.8	0.506365	
1	1	8	762	600	486	0.81	0.75	0.747995	
1	1	8	763	300	264	0.88	0.8	0.835172	
1	1	8	764	200	142	0.71	0.8	2.1842	
1	1	8	765	400	332	0.83	0.8	0.928678	
1	1	8	766	300	108	0.36	0.44	0.948621	
1	1	8	767	600	66	0.11	0.2	0.00299499	
1	1	8	768	600	204	0.34	0.4	0.826223	
1	1	8	769	600	354	0.59	0.5	0.76557	
1	1	8	770	300	66	0.22	0.2	1.8008	
1	1	8	771	200	76	0.38	0.1	1.32973	
1	1	8	772	500	80	0.16	0.1	0.392648	
1	1	8	773	300	237	0.79	0.8	1.89774	
1	1	8	774	200	130	0.65	0.8	0.7224	
1	1	8	775	500	425	0.85	0.9	3.09561	
1	1	8	776	400	328	0.82	0.85	0.865111	
1	1	8	777	400	116	0.29	0.3	1.43655	
1	1	8	778	500	345	0.69	0.6	0.783349	
1	1	8	779	300	78	0.26	0.3	0.922854	
1	1	8	780	500	370	0.74	0.6	1.34797	
1	1	8	781	300	267	0.89	0.7	1.5351	
1	1	8	782	500	455	0.91	0.8	1.20318	
1	1	8	783	300	96	0.32	0.3	0.852312	
1	1	8	784	400	180	0.45	0.45	0.773394	
1	1	8	785	300	93	0.31	0.4	0.933066	
1	1	8	786	200	112	0.56	0.6	1.88233	
1	1	8	787	500	310	0.62	0.7	0.722691	
1	1	8	788	600	540	0.9	0.8	0.812269	
1	1	8	789	400	12	0.03	0.955	1.36929	
1	1	8	790	400	132	0.33	0.35	2.63022	
1	1	8	791	300	72	0.24	0.25	2.13366	
1	1	8	792	200	132	0.66	0.8	0.763702	
1	1	8	793	600	312	0.52	0.7	1.36528	
1	1	8	794	300	291	0.97	0.95	1.93956	
1	1	8	795	600	588	0.98	0.95	0.916113	
1	1	8	796	400	396	0.99	0.975	1.06664	
1	1	8	797	200	122	0.61	0.6	0.823817	
1	1	8	798	300	285	0.95	0.89	1.23128	
1	1	8	799	300	192	0.64	0.6	1.65628	
1	1	8	800	500	35	0.07	0.11	1.44109	
